id,dayofweek,fromid,toid,distance,rank
3301,3,29,105,142,34
3302,3,29,116,169,35
3303,3,29,122,175,36
3304,3,29,123,175,37
3305,3,29,120,176,38
3306,3,35,35,0,0
3307,3,35,28,6,1
3308,3,35,29,6,2
3309,3,35,27,7,3
3310,3,35,26,8,4
3311,3,35,42,8,5
3312,3,35,39,13,6
3313,3,35,8,18,7
3314,3,35,12,23,8
3315,3,35,10,24,9
3316,3,35,45,27,10
3317,3,35,16,33,11
3318,3,35,18,34,12
3319,3,35,44,38,13
3320,3,35,7,45,14
3321,3,35,56,48,15
3322,3,35,58,49,16
3323,3,35,57,50,17
3324,3,35,54,72,18
3325,3,35,95,77,19
3326,3,35,55,80,20
3327,3,35,2,84,21
3328,3,35,63,89,22
3329,3,35,90,92,23
3330,3,35,88,96,24
3331,3,35,92,96,25
3332,3,35,1,98,26
3333,3,35,84,99,27
3334,3,35,85,99,28
3335,3,35,74,101,29
3336,3,35,73,105,30
3337,3,35,80,109,31
3338,3,35,106,128,32
3339,3,35,107,130,33
3340,3,35,105,136,34
3341,3,35,116,164,35
3342,3,35,122,169,36
3343,3,35,123,170,37
3344,3,35,120,171,38
3345,3,39,39,0,0
3346,3,39,12,6,1
3347,3,39,28,6,2
3348,3,39,26,7,3
3349,3,39,27,7,4
3350,3,39,42,8,5
3351,3,39,29,9,6
3352,3,39,35,13,7
3353,3,39,18,19,8
3354,3,39,10,28,9
3355,3,39,16,28,10
3356,3,39,45,28,11
3357,3,39,8,31,12
3358,3,39,44,39,13
3359,3,39,7,57,14
3360,3,39,56,57,15
3361,3,39,58,58,16
3362,3,39,57,59,17
3363,3,39,55,77,18
3364,3,39,54,81,19
3365,3,39,95,89,20
3366,3,39,63,94,21
3367,3,39,2,96,22
3368,3,39,90,104,23
3369,3,39,88,108,24
3370,3,39,92,108,25
3371,3,39,1,110,26
3372,3,39,84,111,27
3373,3,39,85,111,28
3374,3,39,74,113,29
3375,3,39,73,117,30
3376,3,39,80,121,31
3377,3,39,106,140,32
3378,3,39,107,142,33
3379,3,39,105,148,34
3380,3,39,116,176,35
3381,3,39,122,181,36
3382,3,39,123,182,37
3383,3,39,120,183,38
3384,3,42,42,0,0
3385,3,42,26,2,1
3386,3,42,27,2,2
3387,3,42,28,2,3
3388,3,42,29,4,4
3389,3,42,35,8,5
3390,3,42,39,8,6
3391,3,42,12,13,7
3392,3,42,45,22,8
3393,3,42,8,25,9
3394,3,42,18,26,10
3395,3,42,10,31,11
3396,3,42,44,33,12
3397,3,42,16,35,13
3398,3,42,56,51,14
3399,3,42,7,52,15
3400,3,42,58,52,16
3401,3,42,57,53,17
3402,3,42,55,71,18
3403,3,42,54,75,19
3404,3,42,95,84,20
3405,3,42,2,91,21
3406,3,42,90,98,22
3407,3,42,63,100,23
3408,3,42,92,102,24
3409,3,42,88,103,25
3410,3,42,1,105,26
3411,3,42,84,105,27
3412,3,42,85,106,28
3413,3,42,74,107,29
3414,3,42,73,111,30
3415,3,42,80,115,31
3416,3,42,106,134,32
3417,3,42,107,136,33
3418,3,42,105,143,34
3419,3,42,116,171,35
3420,3,42,122,176,36
3421,3,42,123,176,37
3422,3,42,120,177,38
3423,3,44,44,0,0
3424,3,44,45,16,1
3425,3,44,27,33,2
3426,3,44,29,33,3
3427,3,44,42,33,4
3428,3,44,26,34,5
3429,3,44,28,34,6
3430,3,44,35,38,7
3431,3,44,39,39,8
3432,3,44,12,45,9
3433,3,44,8,52,10
3434,3,44,57,54,11
3435,3,44,56,56,12
3436,3,44,18,57,13
3437,3,44,10,61,14
3438,3,44,58,61,15
3439,3,44,55,62,16
3440,3,44,16,69,17
3441,3,44,7,81,18
3442,3,44,54,84,19
3443,3,44,95,113,20
3444,3,44,2,120,21
3445,3,44,63,124,22
3446,3,44,90,127,23
3447,3,44,88,132,24
3448,3,44,92,132,25
3449,3,44,1,134,26
3450,3,44,84,135,27
3451,3,44,85,135,28
3452,3,44,74,136,29
3453,3,44,73,141,30
3454,3,44,80,145,31
3455,3,44,106,164,32
3456,3,44,105,165,33
3457,3,44,107,166,34
3458,3,44,116,192,35
3459,3,44,120,199,36
3460,3,44,122,203,37
3461,3,44,123,203,38
3462,3,45,45,0,0
3463,3,45,44,16,1
3464,3,45,27,21,2
3465,3,45,26,22,3
3466,3,45,29,22,4
3467,3,45,42,22,5
3468,3,45,28,23,6
3469,3,45,35,27,7
3470,3,45,39,28,8
3471,3,45,12,33,9
3472,3,45,8,41,10
3473,3,45,18,46,11
3474,3,45,10,49,12
3475,3,45,56,53,13
3476,3,45,58,54,14
3477,3,45,57,55,15
3478,3,45,16,58,16
3479,3,45,55,61,17
3480,3,45,7,70,18
3481,3,45,54,77,19
3482,3,45,95,103,20
3483,3,45,2,109,21
3484,3,45,63,113,22
3485,3,45,90,117,23
3486,3,45,92,121,24
3487,3,45,88,122,25
3488,3,45,1,123,26
3489,3,45,84,124,27
3490,3,45,85,124,28
3491,3,45,74,126,29
3492,3,45,73,130,30
3493,3,45,80,134,31
3494,3,45,106,153,32
3495,3,45,107,155,33
3496,3,45,105,158,34
3497,3,45,116,186,35
3498,3,45,120,193,36
3499,3,45,122,195,37
3500,3,45,123,195,38
3501,3,54,54,0,0
3502,3,54,55,21,1
3503,3,54,56,26,2
3504,3,54,57,28,3
3505,3,54,58,34,4
3506,3,54,95,49,5
3507,3,54,74,57,6
3508,3,54,90,65,7
3509,3,54,92,65,8
3510,3,54,88,66,9
3511,3,54,7,68,10
3512,3,54,35,72,11
3513,3,54,84,73,12
3514,3,54,73,74,13
3515,3,54,27,75,14
3516,3,54,29,75,15
3517,3,54,42,75,16
3518,3,54,10,76,17
3519,3,54,26,76,18
3520,3,54,28,76,19
3521,3,54,45,77,20
3522,3,54,8,78,21
3523,3,54,85,78,22
3524,3,54,39,81,23
3525,3,54,106,81,24
3526,3,54,105,83,25
3527,3,54,44,84,26
3528,3,54,12,87,27
3529,3,54,80,88,28
3530,3,54,2,90,29
3531,3,54,107,90,30
3532,3,54,16,98,31
3533,3,54,18,98,32
3534,3,54,1,109,33
3535,3,54,116,111,34
3536,3,54,120,118,35
3537,3,54,122,121,36
3538,3,54,123,122,37
3539,3,54,63,135,38
3540,3,55,55,0,0
3541,3,55,54,21,1
3542,3,55,56,33,2
3543,3,55,57,34,3
3544,3,55,58,40,4
3545,3,55,45,61,5
3546,3,55,44,62,6
3547,3,55,26,71,7
3548,3,55,27,71,8
3549,3,55,29,71,9
3550,3,55,42,71,10
3551,3,55,28,72,11
3552,3,55,7,76,12
3553,3,55,95,76,13
3554,3,55,39,77,14
3555,3,55,74,79,15
3556,3,55,35,80,16
3557,3,55,12,82,17
3558,3,55,10,84,18
3559,3,55,8,86,19
3560,3,55,90,87,20
3561,3,55,92,87,21
3562,3,55,88,88,22
3563,3,55,18,95,23
3564,3,55,84,95,24
3565,3,55,73,96,25
3566,3,55,85,100,26
3567,3,55,16,105,27
3568,3,55,106,105,28
3569,3,55,105,107,29
3570,3,55,80,112,30
3571,3,55,107,114,31
3572,3,55,2,116,32
3573,3,55,1,131,33
3574,3,55,116,135,34
3575,3,55,63,141,35
3576,3,55,120,142,36
3577,3,55,122,145,37
3578,3,55,123,146,38
3579,3,56,56,0,0
3580,3,56,57,3,1
3581,3,56,58,10,2
3582,3,56,54,26,3
3583,3,56,55,33,4
3584,3,56,7,44,5
3585,3,56,35,48,6
3586,3,56,95,50,7
3587,3,56,26,51,8
3588,3,56,27,51,9
3589,3,56,29,51,10
3590,3,56,42,51,11
3591,3,56,10,52,12
3592,3,56,28,52,13
3593,3,56,45,53,14
3594,3,56,8,54,15
3595,3,56,44,56,16
3596,3,56,39,57,17
3597,3,56,12,63,18
3598,3,56,16,73,19
3599,3,56,18,74,20
3600,3,56,74,80,21
3601,3,56,2,85,22
3602,3,56,90,93,23
3603,3,56,92,97,24
3604,3,56,88,98,25
3605,3,56,1,99,26
3606,3,56,84,100,27
3607,3,56,85,101,28
3608,3,56,106,105,29
3609,3,56,73,106,30
3610,3,56,105,106,31
3611,3,56,63,109,32
3612,3,56,80,111,33
3613,3,56,107,113,34
3614,3,56,116,134,35
3615,3,56,120,141,36
3616,3,56,122,144,37
3617,3,56,123,145,38
3618,3,57,57,0,0
3619,3,57,56,3,1
3620,3,57,58,13,2
3621,3,57,54,28,3
3622,3,57,55,34,4
3623,3,57,7,46,5
3624,3,57,35,50,6
3625,3,57,27,52,7
3626,3,57,26,53,8
3627,3,57,29,53,9
3628,3,57,42,53,10
3629,3,57,95,53,11
3630,3,57,10,54,12
3631,3,57,28,54,13
3632,3,57,44,54,14
3633,3,57,45,55,15
3634,3,57,8,56,16
3635,3,57,39,59,17
3636,3,57,12,65,18
3637,3,57,16,75,19
3638,3,57,18,76,20
3639,3,57,74,82,21
3640,3,57,2,87,22
3641,3,57,90,95,23
3642,3,57,88,100,24
3643,3,57,92,100,25
3644,3,57,1,101,26
3645,3,57,84,103,27
3646,3,57,85,103,28
3647,3,57,106,106,29
3648,3,57,105,108,30
3649,3,57,73,109,31
3650,3,57,63,112,32
3651,3,57,80,113,33
3652,3,57,107,114,34
3653,3,57,116,136,35
3654,3,57,120,143,36
3655,3,57,122,146,37
3656,3,57,123,147,38
3657,3,58,58,0,0
3658,3,58,56,10,1
3659,3,58,57,13,2
3660,3,58,54,34,3
3661,3,58,10,38,4
3662,3,58,7,39,5
3663,3,58,55,40,6
3664,3,58,8,41,7
3665,3,58,35,49,8
3666,3,58,95,50,9
3667,3,58,27,51,10
3668,3,58,26,52,11
3669,3,58,29,52,12
3670,3,58,42,52,13
3671,3,58,28,53,14
3672,3,58,45,54,15
3673,3,58,39,58,16
3674,3,58,44,61,17
3675,3,58,12,64,18
3676,3,58,16,74,19
3677,3,58,18,75,20
3678,3,58,2,79,21
3679,3,58,74,79,22
3680,3,58,90,88,23
3681,3,58,1,93,24
3682,3,58,88,93,25
3683,3,58,92,93,26
3684,3,58,84,96,27
3685,3,58,85,96,28
3686,3,58,73,101,29
3687,3,58,63,104,30
3688,3,58,80,106,31
3689,3,58,106,112,32
3690,3,58,105,114,33
3691,3,58,107,121,34
3692,3,58,116,142,35
3693,3,58,120,149,36
3694,3,58,122,152,37
3695,3,58,123,153,38
3696,3,63,63,0,0
3697,3,63,1,61,1
3698,3,63,16,64,2
3699,3,63,7,66,3
3700,3,63,10,69,4
3701,3,63,18,78,5
3702,3,63,2,79,6
3703,3,63,8,79,7
3704,3,63,12,88,8
3705,3,63,35,89,9
3706,3,63,29,94,10
3707,3,63,39,94,11
3708,3,63,85,95,12
3709,3,63,84,98,13
3710,3,63,28,99,14
3711,3,63,26,100,15
3712,3,63,27,100,16
3713,3,63,42,100,17
3714,3,63,58,104,18
3715,3,63,88,107,19
3716,3,63,90,107,20
3717,3,63,92,107,21
3718,3,63,56,109,22
3719,3,63,57,112,23
3720,3,63,45,113,24
3721,3,63,74,113,25
3722,3,63,73,116,26
3723,3,63,80,120,27
3724,3,63,44,124,28
3725,3,63,95,127,29
3726,3,63,54,135,30
3727,3,63,106,140,31
3728,3,63,55,141,32
3729,3,63,107,141,33
3730,3,63,105,149,34
3731,3,63,116,177,35
3732,3,63,122,182,36
3733,3,63,123,183,37
3734,3,63,120,184,38
3735,3,73,73,0,0
3736,3,73,80,5,1
3737,3,73,88,10,2
3738,3,73,92,10,3
3739,3,73,90,14,4
3740,3,73,74,19,5
3741,3,73,84,20,6
3742,3,73,85,25,7
3743,3,73,107,30,8
3744,3,73,106,35,9
3745,3,73,2,36,10
3746,3,73,95,36,11
3747,3,73,105,45,12
3748,3,73,1,55,13
3749,3,73,116,69,14
3750,3,73,54,74,15
3751,3,73,120,76,16
3752,3,73,122,76,17
3753,3,73,7,77,18
3754,3,73,123,77,19
3755,3,73,10,90,20
3756,3,73,8,92,21
3757,3,73,55,96,22
3758,3,73,58,101,23
3759,3,73,35,105,24
3760,3,73,56,106,25
3761,3,73,57,109,26
3762,3,73,27,110,27
3763,3,73,29,110,28
3764,3,73,26,111,29
3765,3,73,42,111,30
3766,3,73,28,112,31
3767,3,73,16,113,32
3768,3,73,12,115,33
3769,3,73,63,116,34
3770,3,73,18,117,35
3771,3,73,39,117,36
3772,3,73,45,130,37
3773,3,73,44,141,38
3774,3,74,74,0,0
3775,3,74,90,9,1
3776,3,74,88,10,2
3777,3,74,92,10,3
3778,3,74,84,17,4
3779,3,74,73,19,5
3780,3,74,85,22,6
3781,3,74,95,22,7
3782,3,74,80,23,8
3783,3,74,2,34,9
3784,3,74,106,37,10
3785,3,74,107,39,11
3786,3,74,105,46,12
3787,3,74,1,52,13
3788,3,74,54,57,14
3789,3,74,7,73,15
3790,3,74,116,74,16
3791,3,74,55,79,17
3792,3,74,58,79,18
3793,3,74,122,79,19
3794,3,74,123,79,20
3795,3,74,56,80,21
3796,3,74,120,81,22
3797,3,74,57,82,23
3798,3,74,10,86,24
3799,3,74,8,87,25
3800,3,74,35,101,26
3801,3,74,27,106,27
3802,3,74,29,106,28
3803,3,74,26,107,29
3804,3,74,28,107,30
3805,3,74,42,107,31
3806,3,74,16,109,32
3807,3,74,12,111,33
3808,3,74,18,113,34
3809,3,74,39,113,35
3810,3,74,63,113,36
3811,3,74,45,126,37
3812,3,74,44,136,38
3813,3,80,80,0,0
3814,3,80,73,5,1
3815,3,80,88,14,2
3816,3,80,92,14,3
3817,3,80,90,17,4
3818,3,80,74,23,5
3819,3,80,84,24,6
3820,3,80,107,24,7
3821,3,80,85,29,8
3822,3,80,106,31,9
3823,3,80,2,40,10
3824,3,80,95,40,11
3825,3,80,105,41,12
3826,3,80,1,59,13
3827,3,80,116,63,14
3828,3,80,120,70,15
3829,3,80,122,70,16
3830,3,80,123,71,17
3831,3,80,7,81,18
3832,3,80,54,88,19
3833,3,80,10,94,20
3834,3,80,8,96,21
3835,3,80,58,106,22
3836,3,80,35,109,23
3837,3,80,56,111,24
3838,3,80,55,112,25
3839,3,80,57,113,26
3840,3,80,27,114,27
3841,3,80,29,114,28
3842,3,80,26,115,29
3843,3,80,42,115,30
3844,3,80,28,116,31
3845,3,80,16,117,32
3846,3,80,12,119,33
3847,3,80,63,120,34
3848,3,80,18,121,35
3849,3,80,39,121,36
3850,3,80,45,134,37
3851,3,80,44,145,38
3852,3,84,84,0,0
3853,3,84,85,5,1
3854,3,84,92,10,2
3855,3,84,88,11,3
3856,3,84,90,11,4
3857,3,84,74,17,5
3858,3,84,2,19,6
3859,3,84,73,20,7
3860,3,84,80,24,8
3861,3,84,95,31,9
3862,3,84,1,38,10
3863,3,84,106,44,11
3864,3,84,107,44,12
3865,3,84,105,52,13
3866,3,84,7,71,14
3867,3,84,54,73,15
3868,3,84,116,80,16
3869,3,84,10,84,17
3870,3,84,8,86,18
3871,3,84,122,86,19
3872,3,84,123,86,20
3873,3,84,120,87,21
3874,3,84,55,95,22
3875,3,84,58,96,23
3876,3,84,63,98,24
3877,3,84,35,99,25
3878,3,84,56,100,26
3879,3,84,57,103,27
3880,3,84,27,104,28
3881,3,84,29,104,29
3882,3,84,26,105,30
3883,3,84,42,105,31
3884,3,84,28,106,32
3885,3,84,16,107,33
3886,3,84,12,109,34
3887,3,84,18,111,35
3888,3,84,39,111,36
3889,3,84,45,124,37
3890,3,84,44,135,38
3891,3,85,85,0,0
3892,3,85,84,5,1
3893,3,85,2,15,2
3894,3,85,88,15,3
3895,3,85,92,15,4
3896,3,85,90,16,5
3897,3,85,74,22,6
3898,3,85,73,25,7
3899,3,85,80,29,8
3900,3,85,1,34,9
3901,3,85,95,36,10
3902,3,85,106,49,11
3903,3,85,107,49,12
3904,3,85,105,57,13
3905,3,85,7,71,14
3906,3,85,54,78,15
3907,3,85,10,85,16
3908,3,85,116,85,17
3909,3,85,8,86,18
3910,3,85,122,90,19
3911,3,85,123,91,20
3912,3,85,120,92,21
3913,3,85,63,95,22
3914,3,85,58,96,23
3915,3,85,35,99,24
3916,3,85,55,100,25
3917,3,85,56,101,26
3918,3,85,57,103,27
3919,3,85,29,104,28
3920,3,85,26,105,29
3921,3,85,27,105,30
3922,3,85,28,106,31
3923,3,85,42,106,32
3924,3,85,16,107,33
3925,3,85,12,109,34
3926,3,85,18,111,35
3927,3,85,39,111,36
3928,3,85,45,124,37
3929,3,85,44,135,38
3930,3,88,88,0,0
3931,3,88,92,1,1
3932,3,88,90,5,2
3933,3,88,73,10,3
3934,3,88,74,10,4
3935,3,88,84,11,5
3936,3,88,80,14,6
3937,3,88,85,15,7
3938,3,88,2,28,8
3939,3,88,95,28,9
3940,3,88,107,36,10
3941,3,88,106,38,11
3942,3,88,1,46,12
3943,3,88,105,46,13
3944,3,88,54,66,14
3945,3,88,7,68,15
3946,3,88,116,74,16
3947,3,88,122,79,17
3948,3,88,123,80,18
3949,3,88,120,81,19
3950,3,88,10,82,20
3951,3,88,8,83,21
3952,3,88,55,88,22
3953,3,88,58,93,23
3954,3,88,35,96,24
3955,3,88,56,98,25
3956,3,88,57,100,26
3957,3,88,29,101,27
3958,3,88,26,102,28
3959,3,88,27,102,29
3960,3,88,28,103,30
3961,3,88,42,103,31
3962,3,88,16,104,32
3963,3,88,12,107,33
3964,3,88,63,107,34
3965,3,88,39,108,35
3966,3,88,18,109,36
3967,3,88,45,122,37
3968,3,88,44,132,38
3969,3,90,90,0,0
3970,3,90,88,5,1
3971,3,90,92,5,2
3972,3,90,74,9,3
3973,3,90,84,11,4
3974,3,90,73,14,5
3975,3,90,85,16,6
3976,3,90,80,17,7
3977,3,90,95,24,8
3978,3,90,2,28,9
3979,3,90,106,37,10
3980,3,90,107,39,11
3981,3,90,1,46,12
3982,3,90,105,46,13
3983,3,90,7,64,14
3984,3,90,54,65,15
3985,3,90,116,73,16
3986,3,90,10,77,17
3987,3,90,8,78,18
3988,3,90,122,79,19
3989,3,90,123,79,20
3990,3,90,120,80,21
3991,3,90,55,87,22
3992,3,90,58,88,23
3993,3,90,35,92,24
3994,3,90,56,93,25
3995,3,90,57,95,26
3996,3,90,27,97,27
3997,3,90,29,97,28
3998,3,90,26,98,29
3999,3,90,28,98,30
4000,3,90,42,98,31
4001,3,90,16,100,32
4002,3,90,12,102,33
4003,3,90,18,104,34
4004,3,90,39,104,35
4005,3,90,63,107,36
4006,3,90,45,117,37
4007,3,90,44,127,38
4008,3,92,92,0,0
4009,3,92,88,1,1
4010,3,92,90,5,2
4011,3,92,73,10,3
4012,3,92,74,10,4
4013,3,92,84,10,5
4014,3,92,80,14,6
4015,3,92,85,15,7
4016,3,92,95,27,8
4017,3,92,2,28,9
4018,3,92,107,35,10
4019,3,92,106,37,11
4020,3,92,105,45,12
4021,3,92,1,46,13
4022,3,92,54,65,14
4023,3,92,7,68,15
4024,3,92,116,73,16
4025,3,92,122,78,17
4026,3,92,123,79,18
4027,3,92,120,80,19
4028,3,92,10,81,20
4029,3,92,8,83,21
4030,3,92,55,87,22
4031,3,92,58,93,23
4032,3,92,35,96,24
4033,3,92,56,97,25
4034,3,92,57,100,26
4035,3,92,27,101,27
4036,3,92,29,101,28
4037,3,92,26,102,29
4038,3,92,42,102,30
4039,3,92,28,103,31
4040,3,92,16,104,32
4041,3,92,12,106,33
4042,3,92,63,107,34
4043,3,92,18,108,35
4044,3,92,39,108,36
4045,3,92,45,121,37
4046,3,92,44,132,38
4047,3,95,95,0,0
4048,3,95,74,22,1
4049,3,95,90,24,2
4050,3,95,92,27,3
4051,3,95,88,28,4
4052,3,95,84,31,5
4053,3,95,73,36,6
4054,3,95,85,36,7
4055,3,95,80,40,8
4056,3,95,2,48,9
4057,3,95,7,49,10
4058,3,95,54,49,11
4059,3,95,56,50,12
4060,3,95,58,50,13
4061,3,95,57,53,14
4062,3,95,106,58,15
4063,3,95,107,60,16
4064,3,95,10,63,17
4065,3,95,8,64,18
4066,3,95,1,66,19
4067,3,95,105,66,20
4068,3,95,55,76,21
4069,3,95,35,77,22
4070,3,95,27,83,23
4071,3,95,29,83,24
4072,3,95,26,84,25
4073,3,95,28,84,26
4074,3,95,42,84,27
4075,3,95,16,86,28
4076,3,95,12,88,29
4077,3,95,39,89,30
4078,3,95,18,90,31
4079,3,95,116,94,32
4080,3,95,122,99,33
4081,3,95,123,100,34
4082,3,95,120,101,35
4083,3,95,45,103,36
4084,3,95,44,113,37
4085,3,95,63,127,38
4086,3,105,105,0,0
4087,3,105,106,9,1
4088,3,105,107,13,2
4089,3,105,116,31,3
4090,3,105,120,38,4
4091,3,105,80,41,5
4092,3,105,122,41,6
4093,3,105,123,42,7
4094,3,105,73,45,8
4095,3,105,92,45,9
4096,3,105,74,46,10
4097,3,105,88,46,11
4098,3,105,90,46,12
4099,3,105,84,52,13
4100,3,105,85,57,14
4101,3,105,95,66,15
4102,3,105,2,70,16
4103,3,105,54,83,17
4104,3,105,1,88,18
4105,3,105,56,106,19
4106,3,105,55,107,20
4107,3,105,7,108,21
4108,3,105,57,108,22
4109,3,105,58,114,23
4110,3,105,10,122,24
4111,3,105,8,123,25
4112,3,105,35,136,26
4113,3,105,27,142,27
4114,3,105,29,142,28
4115,3,105,26,143,29
4116,3,105,28,143,30
4117,3,105,42,143,31
4118,3,105,16,145,32
4119,3,105,12,147,33
4120,3,105,39,148,34
4121,3,105,18,149,35
4122,3,105,63,149,36
4123,3,105,45,158,37
4124,3,105,44,165,38
4125,3,106,106,0,0
4126,3,106,105,9,1
4127,3,106,107,14,2
4128,3,106,80,31,3
4129,3,106,73,35,4
4130,3,106,74,37,5
4131,3,106,90,37,6
4132,3,106,92,37,7
4133,3,106,88,38,8
4134,3,106,116,38,9
4135,3,106,84,44,10
4136,3,106,120,45,11
4137,3,106,122,46,12
4138,3,106,123,47,13
4139,3,106,85,49,14
4140,3,106,95,58,15
4141,3,106,2,61,16
4142,3,106,1,80,17
4143,3,106,54,81,18
4144,3,106,7,100,19
4145,3,106,55,105,20
4146,3,106,56,105,21
4147,3,106,57,106,22
4148,3,106,58,112,23
4149,3,106,10,113,24
4150,3,106,8,115,25
4151,3,106,35,128,26
4152,3,106,27,133,27
4153,3,106,29,133,28
4154,3,106,26,134,29
4155,3,106,42,134,30
4156,3,106,28,135,31
4157,3,106,16,136,32
4158,3,106,12,138,33
4159,3,106,18,140,34
4160,3,106,39,140,35
4161,3,106,63,140,36
4162,3,106,45,153,37
4163,3,106,44,164,38
4164,3,107,107,0,0
4165,3,107,105,13,1
4166,3,107,106,14,2
4167,3,107,80,24,3
4168,3,107,73,30,4
4169,3,107,92,35,5
4170,3,107,88,36,6
4171,3,107,74,39,7
4172,3,107,90,39,8
4173,3,107,116,39,9
4174,3,107,84,44,10
4175,3,107,120,46,11
4176,3,107,122,47,12
4177,3,107,123,48,13
4178,3,107,85,49,14
4179,3,107,95,60,15
4180,3,107,2,61,16
4181,3,107,1,80,17
4182,3,107,54,90,18
4183,3,107,7,102,19
4184,3,107,56,113,20
4185,3,107,55,114,21
4186,3,107,57,114,22
4187,3,107,10,115,23
4188,3,107,8,117,24
4189,3,107,58,121,25
4190,3,107,35,130,26
4191,3,107,27,135,27
4192,3,107,29,135,28
4193,3,107,26,136,29
4194,3,107,42,136,30
4195,3,107,28,137,31
4196,3,107,16,138,32
4197,3,107,12,140,33
4198,3,107,63,141,34
4199,3,107,18,142,35
4200,3,107,39,142,36
4201,3,107,45,155,37
4202,3,107,44,166,38
4203,3,116,116,0,0
4204,3,116,120,10,1
4205,3,116,122,15,2
4206,3,116,123,15,3
4207,3,116,105,31,4
4208,3,116,106,38,5
4209,3,116,107,39,6
4210,3,116,80,63,7
4211,3,116,73,69,8
4212,3,116,90,73,9
4213,3,116,92,73,10
4214,3,116,74,74,11
4215,3,116,88,74,12
4216,3,116,84,80,13
4217,3,116,85,85,14
4218,3,116,95,94,15
4219,3,116,2,97,16
4220,3,116,54,111,17
4221,3,116,1,116,18
4222,3,116,56,134,19
4223,3,116,55,135,20
4224,3,116,7,136,21
4225,3,116,57,136,22
4226,3,116,58,142,23
4227,3,116,10,150,24
4228,3,116,8,151,25
4229,3,116,35,164,26
4230,3,116,29,169,27
4231,3,116,26,170,28
4232,3,116,27,170,29
4233,3,116,28,171,30
4234,3,116,42,171,31
4235,3,116,16,172,32
4236,3,116,12,174,33
4237,3,116,39,176,34
4238,3,116,18,177,35
4239,3,116,63,177,36
4240,3,116,45,186,37
4241,3,116,44,192,38
4242,3,120,120,0,0
4243,3,120,122,7,1
4244,3,120,123,7,2
4245,3,120,116,10,3
4246,3,120,105,38,4
4247,3,120,106,45,5
4248,3,120,107,46,6
4249,3,120,80,70,7
4250,3,120,73,76,8
4251,3,120,90,80,9
4252,3,120,92,80,10
4253,3,120,74,81,11
4254,3,120,88,81,12
4255,3,120,84,87,13
4256,3,120,85,92,14
4257,3,120,95,101,15
4258,3,120,2,104,16
4259,3,120,54,118,17
4260,3,120,1,123,18
4261,3,120,56,141,19
4262,3,120,55,142,20
4263,3,120,7,143,21
4264,3,120,57,143,22
4265,3,120,58,149,23
4266,3,120,10,157,24
4267,3,120,8,158,25
4268,3,120,35,171,26
4269,3,120,29,176,27
4270,3,120,26,177,28
4271,3,120,27,177,29
4272,3,120,42,177,30
4273,3,120,28,178,31
4274,3,120,16,179,32
4275,3,120,12,181,33
4276,3,120,18,183,34
4277,3,120,39,183,35
4278,3,120,63,184,36
4279,3,120,45,193,37
4280,3,120,44,199,38
4281,3,122,122,0,0
4282,3,122,123,2,1
4283,3,122,120,7,2
4284,3,122,116,15,3
4285,3,122,105,41,4
4286,3,122,106,46,5
4287,3,122,107,47,6
4288,3,122,80,70,7
4289,3,122,73,76,8
4290,3,122,92,78,9
4291,3,122,74,79,10
4292,3,122,88,79,11
4293,3,122,90,79,12
4294,3,122,84,86,13
4295,3,122,85,90,14
4296,3,122,95,99,15
4297,3,122,2,103,16
4298,3,122,1,121,17
4299,3,122,54,121,18
4300,3,122,7,141,19
4301,3,122,56,144,20
4302,3,122,55,145,21
4303,3,122,57,146,22
4304,3,122,58,152,23
4305,3,122,10,155,24
4306,3,122,8,156,25
4307,3,122,35,169,26
4308,3,122,27,175,27
4309,3,122,29,175,28
4310,3,122,26,176,29
4311,3,122,28,176,30
4312,3,122,42,176,31
4313,3,122,16,178,32
4314,3,122,12,180,33
4315,3,122,39,181,34
4316,3,122,18,182,35
4317,3,122,63,182,36
4318,3,122,45,195,37
4319,3,122,44,203,38
4320,3,123,123,0,0
4321,3,123,122,2,1
4322,3,123,120,7,2
4323,3,123,116,15,3
4324,3,123,105,42,4
4325,3,123,106,47,5
4326,3,123,107,48,6
4327,3,123,80,71,7
4328,3,123,73,77,8
4329,3,123,74,79,9
4330,3,123,90,79,10
4331,3,123,92,79,11
4332,3,123,88,80,12
4333,3,123,84,86,13
4334,3,123,85,91,14
4335,3,123,95,100,15
4336,3,123,2,103,16
4337,3,123,1,122,17
4338,3,123,54,122,18
4339,3,123,7,142,19
4340,3,123,56,145,20
4341,3,123,55,146,21
4342,3,123,57,147,22
4343,3,123,58,153,23
4344,3,123,10,155,24
4345,3,123,8,157,25
4346,3,123,35,170,26
4347,3,123,27,175,27
4348,3,123,29,175,28
4349,3,123,26,176,29
4350,3,123,42,176,30
4351,3,123,28,177,31
4352,3,123,16,178,32
4353,3,123,12,180,33
4354,3,123,18,182,34
4355,3,123,39,182,35
4356,3,123,63,183,36
4357,3,123,45,195,37
4358,3,123,44,203,38
4359,4,8,8,0,0
4360,4,8,10,6,1
4361,4,8,51,11,2
4362,4,8,46,15,3
4363,4,8,34,21,4
4364,4,8,37,21,5
4365,4,8,43,21,6
4366,4,8,25,23,7
4367,4,8,30,23,8
4368,4,8,36,23,9
4369,4,8,38,23,10
4370,4,8,27,24,11
4371,4,8,29,24,12
4372,4,8,31,24,13
4373,4,8,26,25,14
4374,4,8,21,26,15
4375,4,8,13,29,16
